Id,Weekly_Sales
5_91_2013-06-07,1664.7962873313495
5_91_2013-06-14,1799.4265516567461
5_91_2013-06-21,1873.6591906944436
5_91_2013-06-28,1816.2393995833322
5_91_2013-07-05,1875.9722457638895
5_91_2013-07-12,1724.1942663988095
5_91_2013-07-19,1814.3350563988088
5_91_2013-07-26,1740.6459426388897
5_92_2012-11-02,8758.178647916659
5_92_2012-11-09,9025.882156249996
5_92_2012-11-16,9688.284657380951
5_92_2012-11-23,9935.307771488095
5_92_2012-11-30,9148.648061785714
5_92_2012-12-07,9182.301430892854
5_92_2012-12-14,9431.868859761895
5_92_2012-12-21,9123.972258511896
5_92_2012-12-28,7632.570676547622
5_92_2013-01-04,8701.782622083332
5_92_2013-01-11,8873.734201041669
5_92_2013-01-18,8202.95444895834
5_92_2013-01-25,7951.204535000006
5_92_2013-02-01,8201.685470773804
5_92_2013-02-08,7627.216457738094
5_92_2013-02-15,6741.247435625
5_92_2013-02-22,6541.221035267858
5_92_2013-03-01,7383.477314930553
5_92_2013-03-08,7131.477116369049
5_92_2013-03-15,7438.303565863098
5_92_2013-03-22,6824.931373750001
5_92_2013-03-29,7270.197279404755
5_92_2013-04-05,7527.229908988091
5_92_2013-04-12,7468.228918571431
5_92_2013-04-19,7232.674744583338
5_92_2013-04-26,7303.52650836309
5_92_2013-05-03,7552.156356428572
5_92_2013-05-10,7087.788634940475
5_92_2013-05-17,7396.807287142859
5_92_2013-05-24,6944.599387142858
5_92_2013-05-31,7401.701167400797
5_92_2013-06-07,7795.875263660717
5_92_2013-06-14,7677.883751011898
5_92_2013-06-21,7290.587421567458
5_92_2013-06-28,7924.60036992063
5_92_2013-07-05,7566.245386795635
5_92_2013-07-12,7366.222678849203
5_92_2013-07-19,7610.245843154762
5_92_2013-07-26,7299.472459464285
5_94_2012-11-02,184.83821190476203
5_94_2012-11-09,181.4633152380954
5_94_2013-02-08,429.7259586904763
5_94_2013-02-15,1769.502826607143
5_94_2013-03-29,40.416642142857135
5_94_2013-05-10,3698.399409791667
5_94_2013-05-17,2180.7999510119053
5_94_2013-05-24,354.25943833333343
5_94_2013-05-31,336.0670575000001
5_94_2013-06-07,67.8360844047619
5_94_2013-06-14,50.41302273809525
5_94_2013-07-05,128.30130363095228
5_94_2013-07-19,39.187858333333345
5_94_2013-07-26,37.60589083333334
5_95_2012-11-02,18219.69335595237
5_95_2012-11-09,17182.309713333325
5_95_2012-11-16,16170.424037500015
5_95_2012-11-23,16811.787030833344
5_95_2012-11-30,16661.865252500014
5_95_2012-12-07,16701.251431607136
5_95_2012-12-14,17077.813127976176
5_95_2012-12-21,18093.146459999996
5_95_2012-12-28,16043.208698333328
5_95_2013-01-04,16995.792427500015
5_95_2013-01-11,16901.10506041668
5_95_2013-01-18,16967.643182500004
5_95_2013-01-25,17126.26192654762
5_95_2013-02-01,17084.586574503963
5_95_2013-02-08,16808.039993849205
5_95_2013-02-15,16637.612364642857
5_95_2013-02-22,16543.939542529755
5_95_2013-03-01,17557.727102202378
5_95_2013-03-08,17964.880432786784
5_95_2013-03-15,18596.27037857144
5_95_2013-03-22,17655.460182500014
5_95_2013-03-29,18578.151481547644
5_95_2013-04-05,19066.102185476197
5_95_2013-04-12,19617.94853297619
5_95_2013-04-19,19114.58521935517
5_95_2013-04-26,19988.487228571426
5_95_2013-05-03,21005.798041130955
5_95_2013-05-10,19902.49078410715
5_95_2013-05-17,19584.097429999994
5_95_2013-05-24,20920.862997619057
5_95_2013-05-31,21498.291581488098
5_95_2013-06-07,20899.07243190476
5_95_2013-06-14,21341.07837307539
5_95_2013-06-21,21095.42550151786
5_95_2013-06-28,22226.76256208332
5_95_2013-07-05,21761.689185773816
5_95_2013-07-12,20601.804226369044
5_95_2013-07-19,20579.15617857143
5_95_2013-07-26,20945.980574220765
5_96_2012-11-02,5458.048062500003
5_96_2012-11-09,5233.880665625004
5_96_2012-11-16,5359.7369043749995
5_96_2012-11-23,7160.222105357143
5_96_2012-11-30,5391.295853869046
5_96_2012-12-07,5391.56362339286
5_96_2012-12-14,5111.022815000003
5_96_2012-12-21,6458.456865892855
5_96_2012-12-28,7096.508330833327
5_96_2013-01-04,5462.300338571427
5_96_2013-01-11,5081.271131071428
5_96_2013-01-18,5049.032576071423
5_96_2013-01-25,5190.312104999997
5_96_2013-02-01,4192.840707142857
5_96_2013-02-08,4081.3618200595215
5_96_2013-02-15,4355.380264375001
5_96_2013-02-22,4280.509565416667
5_96_2013-03-01,4328.9387576190475
5_96_2013-03-08,4449.173003898809
5_96_2013-03-15,5489.665575535715
5_96_2013-03-22,5460.066929642853
5_96_2013-03-29,6166.243856666668
5_96_2013-04-05,6171.267013035711
5_96_2013-04-12,6508.058041071426
5_96_2013-04-19,6289.363267757933
5_96_2013-04-26,6191.3285734523815
5_96_2013-05-03,6112.83961260913
5_96_2013-05-10,6168.942260654763
5_96_2013-05-17,6280.760889431819
5_96_2013-05-24,6704.313288690477
5_96_2013-05-31,7121.984142232144
5_96_2013-06-07,6727.806435714285
5_96_2013-06-14,6679.360776939029
5_96_2013-06-21,6669.6025079761885
5_96_2013-06-28,7505.3821058333415
5_96_2013-07-05,7595.712232142861
5_96_2013-07-12,6470.657377738095
5_96_2013-07-19,6598.515026250002
5_96_2013-07-26,6181.429080545632
5_97_2012-11-02,650.0078742857139
5_97_2012-11-09,620.0219395833333
5_97_2012-11-16,617.6649528571428
5_97_2012-11-23,576.9911220833329
5_97_2012-11-30,596.462966130952
5_97_2012-12-07,656.3435333333329
5_97_2012-12-14,639.4288845833333
5_97_2012-12-21,644.6461666666661
5_97_2012-12-28,563.30075375
5_97_2013-01-04,664.6550051785708
5_97_2013-01-11,637.1873651190479
5_97_2013-01-18,661.9176149999997
5_97_2013-01-25,668.1319611904761
5_97_2013-02-01,744.7255050000001
5_97_2013-02-08,710.7083127083331
5_97_2013-02-15,647.9348210416665
5_97_2013-02-22,630.3229050946969
5_97_2013-03-01,680.1258466125543
5_97_2013-03-08,616.8269024458875
5_97_2013-03-15,702.5015892261907
5_97_2013-03-22,609.7529807142861
5_97_2013-03-29,682.2095991666667
5_97_2013-04-05,728.4418495833334
5_97_2013-04-12,791.4583391666665
5_97_2013-04-19,724.9657979166662
5_97_2013-04-26,706.9486499404767
5_97_2013-05-03,762.9623666666665
5_97_2013-05-10,713.4604668452382
5_97_2013-05-17,727.2608590476189
5_97_2013-05-24,734.4450300595242
5_97_2013-05-31,704.5553236309526
5_97_2013-06-07,617.5692530059532
5_97_2013-06-14,655.4866426488097
5_97_2013-06-21,650.8930243452381
5_97_2013-06-28,715.0727935119048
5_97_2013-07-05,709.3088843452379
5_97_2013-07-12,678.0053045833336
5_97_2013-07-19,675.4929215476191
5_97_2013-07-26,603.8701315476192
5_98_2012-12-21,105.25146041666667
5_98_2012-12-28,27.353383333333333
5_98_2013-01-04,26.213661488095234
5_98_2013-01-18,27.46087166666667
5_98_2013-02-08,26.538853035714283
5_99_2012-11-23,28.401003095238103
5_99_2012-12-21,105.25146041666667
5_99_2012-12-28,27.353383333333333
6_1_2012-11-02,39174.493645833325
6_1_2012-11-09,19375.25677434524
6_1_2012-11-16,20585.14469416665
6_1_2012-11-23,21723.244872083324
6_1_2012-11-30,24019.928685416664
6_1_2012-12-07,38528.60267166668
6_1_2012-12-14,53390.08209738096
6_1_2012-12-21,62933.22698916668
6_1_2012-12-28,24105.219729166663
6_1_2013-01-04,15079.029458392863
6_1_2013-01-11,16279.737332202385
6_1_2013-01-18,17465.66167160714
6_1_2013-01-25,18326.856258869026
6_1_2013-02-01,23988.44796773811
6_1_2013-02-08,36825.44189892857
6_1_2013-02-15,41428.83481386904
6_1_2013-02-22,18585.06109178572
6_1_2013-03-01,19769.3717677381
6_1_2013-03-08,21366.855168363094
6_1_2013-03-15,23844.038645039695
6_1_2013-03-22,24090.537144047623
6_1_2013-03-29,31845.056473571458
6_1_2013-04-05,40589.47209238095
6_1_2013-04-12,30979.001302499993
6_1_2013-04-19,30621.249609434533
6_1_2013-04-26,25542.935938869046
6_1_2013-05-03,18700.357712678575
6_1_2013-05-10,18294.71749109126
6_1_2013-05-17,17802.274950079373
6_1_2013-05-24,18695.703134613108
6_1_2013-05-31,18890.46588544644
6_1_2013-06-07,19782.49513815476
6_1_2013-06-14,19661.450201785723
6_1_2013-06-21,20098.856075644835
6_1_2013-06-28,20231.2409434524
6_1_2013-07-05,20876.95127815476
6_1_2013-07-12,20328.786619702387
6_1_2013-07-19,18967.627162738103
6_1_2013-07-26,18128.755385029774
6_2_2012-11-02,45773.07813958335
6_2_2012-11-09,46244.053437916635
6_2_2012-11-16,46443.62094136905
6_2_2012-11-23,50466.40338958335
6_2_2012-11-30,49226.07254404761
6_2_2012-12-07,51324.684784166646
6_2_2012-12-14,55613.83146708332
6_2_2012-12-21,69325.52711333329
6_2_2012-12-28,52253.35697416666
6_2_2013-01-04,46559.48513208332
6_2_2013-01-11,44450.14625232144
6_2_2013-01-18,43290.02216291669
6_2_2013-01-25,42202.767114166694
6_2_2013-02-01,47927.61010086311
6_2_2013-02-08,48099.76753567462
6_2_2013-02-15,48503.937139632944
6_2_2013-02-22,47840.60878325398
6_2_2013-03-01,52161.32086742064
6_2_2013-03-08,50451.34712898809
6_2_2013-03-15,52425.82250615082
6_2_2013-03-22,48077.03495891865
6_2_2013-03-29,48776.18723300592
6_2_2013-04-05,50510.57091318455
6_2_2013-04-12,48289.07161597402
6_2_2013-04-19,49123.325625148835
6_2_2013-04-26,48837.86419321428
6_2_2013-05-03,50588.66950333333
6_2_2013-05-10,48754.944749920614
6_2_2013-05-17,48296.7126773512
6_2_2013-05-24,51367.25814854166
6_2_2013-05-31,53481.199631607145
6_2_2013-06-07,55924.43101583333
6_2_2013-06-14,53870.21345299603
6_2_2013-06-21,53161.77105302581
6_2_2013-06-28,54589.18663250001
6_2_2013-07-05,56840.58996580357
6_2_2013-07-12,54022.31639960318
6_2_2013-07-19,55224.554436309525
6_2_2013-07-26,52611.9048055357
6_3_2012-11-02,11289.136309523814
6_3_2012-11-09,11622.416836250002
6_3_2012-11-16,11319.094048124993
6_3_2012-11-23,13744.862421200385
6_3_2012-11-30,14333.311734583325
6_3_2012-12-07,16556.483008690484
6_3_2012-12-14,19208.101554583318
6_3_2012-12-21,22841.69519345239
6_3_2012-12-28,12439.264792797603
6_3_2013-01-04,16987.61249625001
6_3_2013-01-11,15063.135382023811
6_3_2013-01-18,14891.512820625003
6_3_2013-01-25,13570.33059053572
6_3_2013-02-01,14091.178008809531
6_3_2013-02-08,14110.05713202381
6_3_2013-02-15,13060.324267460315
6_3_2013-02-22,12413.898228888887
6_3_2013-03-01,12669.671786170627
6_3_2013-03-08,12525.354186825394
6_3_2013-03-15,11522.975340059515
6_3_2013-03-22,10930.09492770833
6_3_2013-03-29,11039.705504404763
6_3_2013-04-05,11963.672921488094
6_3_2013-04-12,11208.186043571433
6_3_2013-04-19,11377.970825833334
6_3_2013-04-26,10517.878891339287
6_3_2013-05-03,11121.749176964286
6_3_2013-05-10,10824.601265863092
6_3_2013-05-17,10812.043885505951
6_3_2013-05-24,11875.882025009923
6_3_2013-05-31,11955.497938680557
6_3_2013-06-07,12142.571964374996
6_3_2013-06-14,11432.524502619044
6_3_2013-06-21,10806.431767559527
6_3_2013-06-28,11845.606567380943
6_3_2013-07-05,14001.766267589283
6_3_2013-07-12,18761.94458922619
6_3_2013-07-19,24504.921463571434
6_3_2013-07-26,28593.856067053566
6_4_2012-11-02,34176.79049755953
6_4_2012-11-09,34064.02642089284
6_4_2012-11-16,35268.8260225595
6_4_2012-11-23,40653.54590666668
6_4_2012-11-30,38472.5887597024
6_4_2012-12-07,35979.471374166686
6_4_2012-12-14,36581.54598583336
6_4_2012-12-21,40825.560632500004
6_4_2012-12-28,36140.81724738095
6_4_2013-01-04,34958.69789732144
6_4_2013-01-11,33201.666288988104
6_4_2013-01-18,31711.47400000001
6_4_2013-01-25,31612.101531130957
6_4_2013-02-01,33910.72352050595
6_4_2013-02-08,32985.73145422619
6_4_2013-02-15,32130.13087309523
6_4_2013-02-22,31702.447959305544
6_4_2013-03-01,33841.349551369036
6_4_2013-03-08,32556.377300873028
6_4_2013-03-15,34906.468996706324
6_4_2013-03-22,31850.966610763877
6_4_2013-03-29,32964.50401881945
6_4_2013-04-05,35466.93308369047
6_4_2013-04-12,33072.238350000014
6_4_2013-04-19,33418.81353645832
6_4_2013-04-26,32103.183031130953
6_4_2013-05-03,33994.559335595215
6_4_2013-05-10,31760.78361363095
6_4_2013-05-17,32020.56950738094
6_4_2013-05-24,34903.90918321427
6_4_2013-05-31,36632.74106619049
6_4_2013-06-07,36826.33090487102
6_4_2013-06-14,34518.64105062502
6_4_2013-06-21,34806.924574880955
6_4_2013-06-28,36925.49385392859
6_4_2013-07-05,39963.65526166668
6_4_2013-07-12,36038.288132916656
6_4_2013-07-19,35760.281363819464
6_4_2013-07-26,34444.452291249974
6_5_2012-11-02,32559.884880357145
6_5_2012-11-09,36830.09740083332
6_5_2012-11-16,35326.384578690464
6_5_2012-11-23,108172.78455297617
6_5_2012-11-30,71768.86392083335
6_5_2012-12-07,64054.57588208331
6_5_2012-12-14,79792.12753624996
6_5_2012-12-21,120003.45202303569
6_5_2012-12-28,47661.06968565481
6_5_2013-01-04,28017.996862976193
6_5_2013-01-11,26046.141794404753
6_5_2013-01-18,25252.0759097619
6_5_2013-01-25,27134.709593214277
6_5_2013-02-01,38010.12372454365
6_5_2013-02-08,38378.765685476195
6_5_2013-02-15,40727.7685668254
6_5_2013-02-22,32989.241810892854
6_5_2013-03-01,30911.066776877717
6_5_2013-03-08,33560.88204342261
6_5_2013-03-15,37812.23646901784
6_5_2013-03-22,38204.57253470237
6_5_2013-03-29,29977.554739583313
6_5_2013-04-05,33658.97604979167
6_5_2013-04-12,28526.464456874997
6_5_2013-04-19,32843.45122372022
6_5_2013-04-26,28018.529409851184
6_5_2013-05-03,27507.44124497024
6_5_2013-05-10,27477.457654464277
6_5_2013-05-17,25575.622403750007
6_5_2013-05-24,27209.55249678572
6_5_2013-05-31,30484.35722345239
6_5_2013-06-07,34323.09266077381
6_5_2013-06-14,35114.23660672616
6_5_2013-06-21,33445.480434146826
6_5_2013-06-28,32384.819526249965
6_5_2013-07-05,32630.489778293642
6_5_2013-07-12,29065.574096984128
6_5_2013-07-19,29316.525337053583
6_5_2013-07-26,25823.740750773803
6_6_2012-11-02,5585.475948630952
6_6_2012-11-09,6529.630316250002
6_6_2012-11-16,6393.496464374999
6_6_2012-11-23,28102.773895119066
6_6_2012-11-30,18401.04890809524
6_6_2012-12-07,10223.029356250005
6_6_2012-12-14,18630.26493752975
6_6_2012-12-21,32494.105218452372
6_6_2012-12-28,7823.466817499999
6_6_2013-01-04,3704.6997295833294
6_6_2013-01-11,3404.2109559523797
6_6_2013-01-18,3513.599795654761
6_6_2013-01-25,3731.622173035714
6_6_2013-02-01,5665.850543003248
6_6_2013-02-08,7142.252748749999
6_6_2013-02-15,6570.851741279761
6_6_2013-02-22,5747.131153511902
6_6_2013-03-01,5082.723942916666
6_6_2013-03-08,5264.255823392858
6_6_2013-03-15,6174.4536478571445
6_6_2013-03-22,4957.061386587302
6_6_2013-03-29,5686.488512976192
6_6_2013-04-05,7399.333664761905
6_6_2013-04-12,7042.794999136904
6_6_2013-04-19,6685.473027938308
6_6_2013-04-26,7380.77559639881
6_6_2013-05-03,8015.640770654763
6_6_2013-05-10,8537.90680038691
6_6_2013-05-17,7178.095090803571
6_6_2013-05-24,6714.496644603172
6_6_2013-05-31,7507.790752857139
6_6_2013-06-07,7500.554735972222
6_6_2013-06-14,8016.918957083334
6_6_2013-06-21,8017.7028780555565
6_6_2013-06-28,6259.965825416661
6_6_2013-07-05,7239.135273750002
6_6_2013-07-12,6690.228460029761
6_6_2013-07-19,7848.065566398808
6_6_2013-07-26,6578.528450168655
6_7_2012-11-02,26048.43161749998
6_7_2012-11-09,32985.6477145238
6_7_2012-11-16,37266.58070154761
6_7_2012-11-23,100752.6005344642
6_7_2012-11-30,81356.80361654749
6_7_2012-12-07,94862.56350089288
6_7_2012-12-14,133230.07010958335
6_7_2012-12-21,208354.6930969046
6_7_2012-12-28,45464.629037976236
6_7_2013-01-04,16372.361384166665
6_7_2013-01-11,14695.27262708333
6_7_2013-01-18,15041.087598035723
6_7_2013-01-25,16578.366538333335
6_7_2013-02-01,21733.675616537705
6_7_2013-02-08,22665.20700458333
6_7_2013-02-15,25598.065326458316
6_7_2013-02-22,23904.72720619047
6_7_2013-03-01,24924.394184047622
6_7_2013-03-08,25477.230637857152
6_7_2013-03-15,37078.66718428574
6_7_2013-03-22,26244.032284226207
6_7_2013-03-29,27396.603555446436
6_7_2013-04-05,31480.949720654764
6_7_2013-04-12,26337.644478392867
6_7_2013-04-19,30715.434771111108
6_7_2013-04-26,27315.141452797612
6_7_2013-05-03,28245.290892827383
6_7_2013-05-10,26420.185329107146
6_7_2013-05-17,29000.781934604976
6_7_2013-05-24,41116.48429535712
6_7_2013-05-31,46733.49336363095
6_7_2013-06-07,43958.29802348214
6_7_2013-06-14,42148.18897874999
6_7_2013-06-21,39936.86450830357
6_7_2013-06-28,39785.00826270832
6_7_2013-07-05,42892.93165476193
6_7_2013-07-12,32690.565178095236
6_7_2013-07-19,29676.06912732142
6_7_2013-07-26,28406.71897857142
6_8_2012-11-02,48384.97963083328
6_8_2012-11-09,48093.396655297576
6_8_2012-11-16,47361.08390422621
6_8_2012-11-23,48305.594187708295
6_8_2012-11-30,50609.79003821426
6_8_2012-12-07,51903.132478452404
6_8_2012-12-14,54393.36734851193
6_8_2012-12-21,62946.668496785765
6_8_2012-12-28,47229.1161400595
6_8_2013-01-04,45983.942171250004
6_8_2013-01-11,46361.751607420665
6_8_2013-01-18,45958.72538922622
6_8_2013-01-25,44790.29817125006
6_8_2013-02-01,50197.3135742857
6_8_2013-02-08,47675.92571901786
6_8_2013-02-15,46357.370765714295
6_8_2013-02-22,46007.74039357143
6_8_2013-03-01,48926.067889434504
6_8_2013-03-08,46624.259730654754
6_8_2013-03-15,46534.127877003964
6_8_2013-03-22,43980.10910351189
6_8_2013-03-29,45881.40473922616
6_8_2013-04-05,47104.13989656742
6_8_2013-04-12,45896.17057613096
6_8_2013-04-19,48121.173569791674
6_8_2013-04-26,47206.071632847226
6_8_2013-05-03,49313.4595928571
6_8_2013-05-10,47357.83622434524
6_8_2013-05-17,48176.00771549603
6_8_2013-05-24,48978.14372810513
6_8_2013-05-31,50115.487932589254
6_8_2013-06-07,51372.565505386905
6_8_2013-06-14,49316.67580470239
6_8_2013-06-21,48018.54966017855
6_8_2013-06-28,49603.48653113089
6_8_2013-07-05,50120.849975624995
6_8_2013-07-12,47181.27902958331
6_8_2013-07-19,47653.13106912702
6_8_2013-07-26,46386.8431689286
6_9_2012-11-02,54798.21022235116
6_9_2012-11-09,50623.63728083333
6_9_2012-11-16,44368.040191369
6_9_2012-11-23,62095.85406136906
6_9_2012-11-30,46321.82836553572
6_9_2012-12-07,40630.69494291665
6_9_2012-12-14,44985.34208595233
6_9_2012-12-21,70860.53940791666
6_9_2012-12-28,43300.440913214305
6_9_2013-01-04,23638.84252333332
6_9_2013-01-11,22904.099801874985
6_9_2013-01-18,24185.783820773813
6_9_2013-01-25,23922.7277045238
6_9_2013-02-01,27175.643087738088
6_9_2013-02-08,29087.813952499993
6_9_2013-02-15,30126.633356755938
6_9_2013-02-22,34618.63575923609
6_9_2013-03-01,39695.42610373011
6_9_2013-03-08,44721.17731809524
6_9_2013-03-15,68987.91966991071
6_9_2013-03-22,45520.403103571414
6_9_2013-03-29,48884.55734922614
6_9_2013-04-05,50928.4181426389
6_9_2013-04-12,46829.96568293654
6_9_2013-04-19,46645.33737467263
6_9_2013-04-26,46142.60901440475
6_9_2013-05-03,43701.77509791665
6_9_2013-05-10,40958.62187301586
6_9_2013-05-17,43503.094731418634
6_9_2013-05-24,58061.49238263886
6_9_2013-05-31,62943.36539613093
6_9_2013-06-07,60300.92520666668
6_9_2013-06-14,55649.05715455357
6_9_2013-06-21,58581.771862172594
6_9_2013-06-28,58809.41672416663
6_9_2013-07-05,66895.89774874008
6_9_2013-07-12,46701.86722848215
6_9_2013-07-19,47401.04945133929
6_9_2013-07-26,47660.99627077381
6_10_2012-11-02,43672.97759666664
6_10_2012-11-09,42549.043835000004
6_10_2012-11-16,40542.29774166665
6_10_2012-11-23,46147.77487470237
6_10_2012-11-30,43373.64384136904
6_10_2012-12-07,42180.75230625003
6_10_2012-12-14,42200.26100511903
6_10_2012-12-21,52679.14021214284
6_10_2012-12-28,42913.37853863097
6_10_2013-01-04,37984.8808655655
6_10_2013-01-11,38053.796127440466
6_10_2013-01-18,37891.00217861108
6_10_2013-01-25,37192.2123206349
6_10_2013-02-01,44630.68089652777
6_10_2013-02-08,45017.49450238096
6_10_2013-02-15,46980.33276703373
6_10_2013-02-22,44950.07903190476
6_10_2013-03-01,46988.79100592262
6_10_2013-03-08,50132.4661417857
6_10_2013-03-15,56768.083624166626
6_10_2013-03-22,45604.501731726195
6_10_2013-03-29,50089.97897458325
6_10_2013-04-05,51175.0582390476
6_10_2013-04-12,47215.61830159722
6_10_2013-04-19,47852.32070285715
6_10_2013-04-26,49355.50627904761
6_10_2013-05-03,51516.64873706351
6_10_2013-05-10,46338.557162748024
6_10_2013-05-17,43249.944758392856
6_10_2013-05-24,51636.24554964287
6_10_2013-05-31,53910.57439458335
6_10_2013-06-07,53043.25938358137
6_10_2013-06-14,51925.41907214286
6_10_2013-06-21,51587.804731934535
6_10_2013-06-28,53666.29939624999
6_10_2013-07-05,58803.76756723214
6_10_2013-07-12,49598.57373229166
6_10_2013-07-19,48984.11646681546
6_10_2013-07-26,51788.99422321431
6_11_2012-11-02,23669.415182499997
6_11_2012-11-09,21400.975776964286
6_11_2012-11-16,21395.86976541666
6_11_2012-11-23,29621.482481369025
6_11_2012-11-30,30214.30379803571
6_11_2012-12-07,31908.08328238096
6_11_2012-12-14,29098.99828238097
6_11_2012-12-21,32051.098973333348
6_11_2012-12-28,23185.376042559532
6_11_2013-01-04,22344.25930166665
6_11_2013-01-11,24018.970593273785
6_11_2013-01-18,18726.84604555555
6_11_2013-01-25,16873.006085833324
6_11_2013-02-01,19660.55380886905
6_11_2013-02-08,19385.199128630953
6_11_2013-02-15,17759.90232065477
6_11_2013-02-22,17765.67878833333
6_11_2013-03-01,18479.15569418651
6_11_2013-03-08,18387.096206190487
6_11_2013-03-15,19898.339263898823
6_11_2013-03-22,18393.62598883928
6_11_2013-03-29,18975.477808779775
6_11_2013-04-05,21447.125955674608
6_11_2013-04-12,18558.770236994045
6_11_2013-04-19,18314.14427132937
6_11_2013-04-26,19136.17612585318
6_11_2013-05-03,22119.383155684547
6_11_2013-05-10,21352.64141017857
6_11_2013-05-17,19251.307768700397
6_11_2013-05-24,23904.158933988107
6_11_2013-05-31,27150.883410386912
6_11_2013-06-07,28932.268155952373
6_11_2013-06-14,29860.685836964316
6_11_2013-06-21,29447.80128623014
6_11_2013-06-28,33119.30209361113
6_11_2013-07-05,29984.580285000004
6_11_2013-07-12,24338.29814803571
6_11_2013-07-19,25317.209172083323
6_11_2013-07-26,25351.173027023808
6_12_2012-11-02,6419.720149107142
6_12_2012-11-09,6464.510853214284
6_12_2012-11-16,6332.027826666665
6_12_2012-11-23,6170.984875892855
6_12_2012-11-30,5747.897264940477
6_12_2012-12-07,5191.377503869048
6_12_2012-12-14,4954.9834738690515
6_12_2012-12-21,4981.579438869048
6_12_2012-12-28,4432.526109345238
6_12_2013-01-04,5267.00706357143
6_12_2013-01-11,4783.353929732146
6_12_2013-01-18,5227.305280000004
6_12_2013-01-25,5666.20885107143
6_12_2013-02-01,6271.808385952379
6_12_2013-02-08,5745.5156374801545
6_12_2013-02-15,5999.885260768398
6_12_2013-02-22,6612.491106428571
6_12_2013-03-01,7052.710733333334
6_12_2013-03-08,6825.715483749997
6_12_2013-03-15,7685.749755307534
6_12_2013-03-22,7443.62173574405
6_12_2013-03-29,7430.838442083338
6_12_2013-04-05,7194.3636885714295
6_12_2013-04-12,7037.453107440476
6_12_2013-04-19,7623.390763214292
6_12_2013-04-26,7232.063984077382
6_12_2013-05-03,7364.164751081353
6_12_2013-05-10,6571.932036210319
6_12_2013-05-17,7363.659386408731
6_12_2013-05-24,8012.6694973214335
6_12_2013-05-31,8156.418448511904
6_12_2013-06-07,7711.192594761906
6_12_2013-06-14,7673.432374285714
6_12_2013-06-21,7709.660535833337
6_12_2013-06-28,7764.864271309519
6_12_2013-07-05,7631.471486888531
6_12_2013-07-12,7366.814748584959
6_12_2013-07-19,7409.311206458333
6_12_2013-07-26,6884.675803422619
6_13_2012-11-02,37509.33189029764
6_13_2012-11-09,36779.906086428615
6_13_2012-11-16,35805.61810190476
6_13_2012-11-23,37317.27874607142
6_13_2012-11-30,37293.87933440476
6_13_2012-12-07,35776.04562886905
6_13_2012-12-14,33822.79798875
6_13_2012-12-21,35384.74659041666
6_13_2012-12-28,34075.926358988116
6_13_2013-01-04,37839.999332083346
6_13_2013-01-11,35567.72809750003
6_13_2013-01-18,34362.5696560119
6_13_2013-01-25,33633.96538291669
6_13_2013-02-01,36722.82526803574
6_13_2013-02-08,36258.02167230161
6_13_2013-02-15,37034.94670288691
6_13_2013-02-22,37358.63870021827
6_13_2013-03-01,39617.36941919643
6_13_2013-03-08,38172.491644523805
6_13_2013-03-15,38392.751619732124
6_13_2013-03-22,36833.45956026786
6_13_2013-03-29,36711.06778842258
6_13_2013-04-05,39155.25579261901
6_13_2013-04-12,37848.90146570435
6_13_2013-04-19,37366.539434950384
6_13_2013-04-26,36930.921815376976
6_13_2013-05-03,38529.09756639611
6_13_2013-05-10,36742.3446735119
6_13_2013-05-17,36978.723883253995
6_13_2013-05-24,37926.739114325406
6_13_2013-05-31,39733.88515047619
6_13_2013-06-07,40989.57714937498
6_13_2013-06-14,38805.738941329364
6_13_2013-06-21,38382.65774660715
6_13_2013-06-28,39598.87814032734
6_13_2013-07-05,41631.765375059535
6_13_2013-07-12,40199.99916690476
6_13_2013-07-19,39222.823022321434
6_13_2013-07-26,38106.581033511924
6_14_2012-11-02,23635.948027500002
6_14_2012-11-09,25653.011465059517
6_14_2012-11-16,31336.79958327384
6_14_2012-11-23,62158.21924666659
6_14_2012-11-30,43775.49137500001
6_14_2012-12-07,40895.45603250001
6_14_2012-12-14,50087.825415476174
6_14_2012-12-21,80552.6801142857
6_14_2012-12-28,32204.07898119048
6_14_2013-01-04,21365.230256666662
6_14_2013-01-11,20935.60294500001
6_14_2013-01-18,21314.337661428566
6_14_2013-01-25,20342.449523452367
6_14_2013-02-01,24497.78627132937
6_14_2013-02-08,24693.352632738104
6_14_2013-02-15,24478.570000466276
6_14_2013-02-22,22870.39887570437
6_14_2013-03-01,23605.530886527762
6_14_2013-03-08,23872.380223392858
6_14_2013-03-15,24649.080623740076
6_14_2013-03-22,22605.871843740082
6_14_2013-03-29,23270.95246303572
6_14_2013-04-05,24142.627655039683
6_14_2013-04-12,21959.914927797632
6_14_2013-04-19,22378.74967309524
6_14_2013-04-26,22238.027976190468
6_14_2013-05-03,25861.108777916677
6_14_2013-05-10,24065.354132619046
6_14_2013-05-17,23210.548300089275
6_14_2013-05-24,24510.985727202387
6_14_2013-05-31,25829.488710000005
6_14_2013-06-07,25476.47265735118
6_14_2013-06-14,25096.333505297607
6_14_2013-06-21,24523.60564568453
6_14_2013-06-28,25802.328730416673
6_14_2013-07-05,26697.17909821428
6_14_2013-07-12,23085.509785446437
6_14_2013-07-19,22669.735820565482
6_14_2013-07-26,21928.117723313488
6_16_2012-11-02,6966.1736275
6_16_2012-11-09,6490.457295833328
6_16_2012-11-16,6041.605092142858
